AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHomeCategory,Education,EducationField,EmployeeEngagementScore,EmployeeId,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceSatisfactionIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Millennials,0,Non-Travel,635,Sales,Short Distance,Master,Medical,Good,1194,Junior,Male,32,Senior Supervisor,Sales Executive,Single,9980,15318,1,No,14,High,0,3,3,9,7
Gen Y,0,Travel_Frequently,394,Sales,Long Distance,College,Life Sciences,Better,1195,Junior,Male,92,Junior Manager,Manager,Married,16959,19494,1,Yes,12,High,2,3,12,4,12
Gen Z,0,Travel_Frequently,575,Research & Development,Short Distance,College,Life Sciences,Good,1196,Junior,Female,71,Staff,Laboratory Technician,Divorced,4364,5288,3,No,14,Medium,1,2,2,2,0
Gen Z,1,Travel_Rarely,1420,Sales,Short Distance,Below College,Marketing,Better,1197,Junior,Male,85,Staff,Sales Representative,Divorced,3041,16346,0,No,11,Medium,1,3,3,0,2
Gen Y,0,Travel_Frequently,1474,Research & Development,Short Distance,College,Other,Better,1198,Mid-level,Male,97,Staff,Laboratory Technician,Married,2093,9260,4,No,17,High,1,4,2,2,0
Millennials,0,Travel_Rarely,1326,Sales,Short Distance,Bachelor,Other,Good,1199,Junior,Male,81,Junior Supervisor,Sales Executive,Single,4759,15891,3,No,18,High,0,2,9,3,12
Gen X,1,Travel_Rarely,267,Sales,Medium Distance,Master,Marketing,Better,1200,Junior,Male,85,Junior Manager,Sales Executive,Single,13695,9277,6,Yes,17,Medium,0,2,7,3,8
Gen Y,0,Travel_Rarely,1265,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1201,Senior,Female,95,Junior Supervisor,Laboratory Technician,Married,5231,23726,2,Yes,13,High,1,1,3,1,3
Gen Y,0,Travel_Frequently,878,Sales,Short Distance,Master,Life Sciences,Better,1202,Mid-level,Male,94,Junior Supervisor,Sales Executive,Divorced,6728,14255,7,No,12,High,2,3,3,0,1
Millennials,0,Travel_Frequently,970,Sales,Short Distance,Bachelor,Life Sciences,Better,1203,Junior,Female,30,Junior Supervisor,Sales Executive,Married,4302,13401,0,No,17,High,1,3,2,0,2
Gen Z,0,Travel_Rarely,1358,Research & Development,Long Distance,Below College,Life Sciences,Better,1204,Junior,Male,67,Staff,Laboratory Technician,Divorced,2693,13335,1,No,22,High,1,2,0,0,0
Millennials,0,Travel_Rarely,982,Research & Development,Short Distance,Master,Medical,Good,1205,Junior,Male,58,Staff,Laboratory Technician,Married,2258,16340,6,No,12,High,1,2,0,1,7
Gen Y,0,Travel_Rarely,647,Sales,Short Distance,Master,Marketing,Better,1206,Junior,Male,45,Junior Supervisor,Sales Executive,Single,5155,2253,7,No,13,Medium,0,3,4,1,5
Millennials,0,Travel_Frequently,1469,Research & Development,Short Distance,Master,Medical,Better,1207,Junior,Male,35,Staff,Research Scientist,Divorced,3617,25063,8,Yes,14,High,1,2,1,0,0
Millennials,0,Travel_Rarely,304,Sales,Short Distance,Bachelor,Other,Better,1208,Junior,Male,60,Junior Supervisor,Sales Executive,Single,6274,18686,1,No,22,High,0,5,5,1,4
Gen Y,0,Travel_Rarely,1099,Research & Development,Long Distance,Master,Life Sciences,Good,1209,Junior,Male,88,Junior Manager,Manager,Married,17046,9314,0,No,15,Medium,1,2,10,15,7
Gen Y,0,Travel_Rarely,1316,Research & Development,Long Distance,Bachelor,Medical,Good,1210,Junior,Male,83,Staff,Research Scientist,Single,3452,9752,5,No,13,High,0,2,5,0,3
Gen Z,1,Travel_Rarely,156,Sales,Medium Distance,Bachelor,Life Sciences,Better,1211,Junior,Female,90,Staff,Sales Representative,Single,2716,25422,1,No,15,High,0,0,0,0,0
Millennials,0,Travel_Rarely,1017,Research & Development,Short Distance,College,Medical,Good,1212,Senior,Female,83,Staff,Research Scientist,Married,3920,18697,2,No,14,Low,1,2,1,0,2
Millennials,0,Travel_Frequently,508,Sales,Short Distance,Bachelor,Marketing,Good,1213,Junior,Male,46,Junior Supervisor,Sales Executive,Single,4682,4317,3,No,14,High,0,6,7,0,1
Millennials,0,Travel_Rarely,1276,Research & Development,Short Distance,Below College,Medical,Good,1214,Junior,Female,59,Staff,Laboratory Technician,Divorced,1129,17536,1,Yes,11,High,3,4,0,0,0
Gen Z,0,Travel_Frequently,459,Research & Development,Long Distance,College,Life Sciences,Good,1215,Junior,Male,73,Staff,Research Scientist,Single,2439,14753,1,Yes,24,High,0,3,0,1,0
Gen Y,0,Travel_Rarely,202,Research & Development,Short Distance,College,Other,Good,1216,Junior,Female,33,Junior Manager,Manager,Married,16752,12982,1,Yes,11,High,1,3,14,3,0
Gen Z,1,Travel_Frequently,448,Sales,Medium Distance,Master,Life Sciences,Better,1217,Junior,Male,74,Staff,Sales Representative,Married,2033,14470,1,No,18,Medium,1,2,0,0,0
Gen Z,0,Travel_Rarely,608,Research & Development,Short Distance,College,Life Sciences,Better,1218,Junior,Female,68,Senior Supervisor,Manufacturing Director,Married,7412,6009,1,No,11,Medium,0,3,7,0,7
Gen X,0,Travel_Rarely,431,Research & Development,Short Distance,Master,Medical,Good,1219,Mid-level,Female,68,Junior Supervisor,Research Scientist,Married,6854,15696,4,No,15,High,1,2,1,1,7
Gen Y,0,Non-Travel,881,Research & Development,Short Distance,Master,Life Sciences,Better,1220,Junior,Male,98,Junior Manager,Manager,Divorced,17924,4544,1,No,11,Medium,1,3,6,14,7
Gen Z,1,Travel_Rarely,805,Research & Development,Short Distance,College,Life Sciences,Good,1221,Junior,Female,36,Staff,Laboratory Technician,Married,2319,6689,1,Yes,11,Medium,1,1,0,0,0
Millennials,0,Travel_Rarely,329,Sales,Medium Distance,Master,Marketing,Good,1222,Mid-level,Female,98,Junior Supervisor,Sales Executive,Married,5647,13494,4,No,13,Low,2,3,2,0,2
Gen Y,0,Travel_Rarely,1339,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1223,Expert,Male,59,Senior Supervisor,Research Scientist,Divorced,9724,18787,2,No,17,Medium,1,2,0,0,0
Gen Y,1,Travel_Frequently,562,Sales,Short Distance,College,Technical Degree,Better,1224,Senior,Male,50,Junior Supervisor,Sales Executive,Married,6796,23452,3,Yes,14,Medium,1,4,3,1,3
Millennials,0,Non-Travel,105,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1225,Senior,Male,87,Senior Manager,Manager,Single,19431,15302,2,No,13,High,0,3,0,1,3
Gen Z,0,Travel_Rarely,954,Sales,Short Distance,Bachelor,Marketing,Better,1226,Junior,Male,44,Junior Supervisor,Sales Executive,Single,4105,5099,1,No,14,High,0,5,7,0,7
Millennials,0,Travel_Frequently,827,Research & Development,Short Distance,Master,Other,Better,1227,Junior,Female,84,Junior Supervisor,Healthcare Representative,Married,5488,20161,1,Yes,13,Medium,1,2,5,1,2
Gen Y,0,Travel_Rarely,150,Research & Development,Short Distance,Master,Technical Degree,Good,1228,Mid-level,Male,60,Junior Supervisor,Manufacturing Director,Divorced,7379,17433,2,No,11,High,1,3,3,1,4
Gen Z,0,Travel_Frequently,1297,Research & Development,Short Distance,College,Life Sciences,Good,1229,Junior,Female,53,Staff,Laboratory Technician,Single,2379,19826,0,Yes,14,High,0,3,4,0,2
Gen X,0,Travel_Rarely,478,Research & Development,Short Distance,Bachelor,Medical,Good,1230,Veteran,Male,60,Senior Manager,Research Director,Married,19038,19805,8,No,12,Medium,3,2,0,0,0
Gen X,0,Travel_Rarely,397,Human Resources,Medium Distance,Master,Medical,Better,1231,Mid-level,Male,88,Senior Supervisor,Human Resources,Married,10725,6729,2,No,15,Medium,1,1,7,7,1
Gen Y,0,Travel_Rarely,249,Sales,Short Distance,College,Marketing,Better,1232,Junior,Female,35,Junior Supervisor,Sales Executive,Married,4537,17783,0,Yes,22,Medium,1,2,6,7,7
Millennials,0,Travel_Rarely,1216,Sales,Short Distance,Master,Marketing,Better,1233,Junior,Male,39,Junior Supervisor,Sales Executive,Divorced,7104,20431,0,No,12,High,0,3,0,1,2
Millennials,0,Travel_Rarely,607,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1234,Junior,Female,66,Senior Supervisor,Manufacturing Director,Married,10685,23457,1,Yes,20,High,1,2,14,5,15
Millennials,0,Non-Travel,439,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1235,Junior,Male,70,Junior Supervisor,Laboratory Technician,Single,6782,8770,9,No,15,Medium,0,2,4,0,3
Millennials,0,Travel_Rarely,688,Research & Development,Long Distance,Master,Life Sciences,Better,1236,Mid-level,Male,82,Junior Supervisor,Healthcare Representative,Divorced,5745,18899,9,No,14,High,1,2,2,1,2
Gen X,0,Travel_Rarely,685,Sales,Long Distance,Doctor,Marketing,Better,1237,Junior,Male,60,Senior Manager,Manager,Married,19586,23037,1,No,21,High,1,3,6,2,13
Gen X,0,Travel_Rarely,1082,Sales,Short Distance,Master,Life Sciences,Good,1238,Junior,Female,41,Senior Supervisor,Sales Executive,Married,10686,8392,6,No,11,Medium,1,4,4,7,0
Millennials,0,Travel_Rarely,1305,Research & Development,Short Distance,Master,Life Sciences,Good,1239,Senior,Male,49,Junior Supervisor,Manufacturing Director,Single,4197,21123,2,Yes,12,High,0,2,0,0,1
Gen Z,0,Travel_Rarely,805,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1240,Junior,Male,87,Staff,Laboratory Technician,Single,3033,12828,1,No,12,Low,0,2,2,1,2
Millennials,0,Travel_Frequently,720,Research & Development,Medium Distance,Master,Medical,Good,1241,Mid-level,Male,51,Junior Supervisor,Laboratory Technician,Single,5094,11983,6,No,14,Medium,0,6,0,0,0
Gen X,0,Travel_Frequently,237,Sales,Short Distance,Bachelor,Life Sciences,Better,1242,Junior,Male,83,Senior Manager,Manager,Divorced,19847,19196,4,Yes,24,Medium,1,5,10,11,10
Millennials,1,Travel_Frequently,658,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1243,Junior,Male,66,Junior Supervisor,Laboratory Technician,Single,6074,22887,1,Yes,24,Medium,0,3,7,0,6
Millennials,0,Travel_Rarely,401,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1244,Junior,Female,86,Staff,Laboratory Technician,Married,3294,3708,5,No,17,Medium,1,2,4,0,2
Gen Y,0,Travel_Rarely,319,Research & Development,Long Distance,Bachelor,Medical,Better,1245,Junior,Male,56,Senior Supervisor,Manufacturing Director,Married,7406,6950,1,Yes,21,High,1,5,9,5,8
Millennials,0,Non-Travel,1180,Research & Development,Short Distance,College,Medical,Better,1246,Mid-level,Male,90,Junior Supervisor,Manufacturing Director,Divorced,5762,24442,2,No,14,High,1,6,7,1,7
Gen Z,0,Travel_Rarely,428,Sales,Short Distance,Bachelor,Marketing,Good,1247,Junior,Female,52,Staff,Sales Representative,Single,2760,14630,1,No,13,Medium,0,3,2,2,2
Gen Z,0,Travel_Rarely,590,Research & Development,Short Distance,Bachelor,Technical Degree,Good,1248,Junior,Female,91,Staff,Research Scientist,Divorced,2109,10007,1,No,13,Medium,1,2,0,0,0
Gen Z,0,Non-Travel,990,Research & Development,Short Distance,Bachelor,Technical Degree,Good,1249,Junior,Male,64,Staff,Research Scientist,Divorced,1274,7152,1,No,13,Medium,2,2,0,0,0
Gen Y,0,Travel_Frequently,807,Research & Development,Medium Distance,Bachelor,Technical Degree,Good,1250,Junior,Male,38,Staff,Research Scientist,Married,2437,15587,9,Yes,16,High,1,4,0,0,0
Gen Y,0,Travel_Rarely,1452,Research & Development,Medium Distance,Bachelor,Life Sciences,Better,1251,Senior,Female,53,Senior Manager,Manager,Single,19926,17053,3,No,15,Medium,0,5,4,4,4
Gen Z,0,Travel_Frequently,461,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1252,Mid-level,Male,70,Junior Supervisor,Healthcare Representative,Single,6294,23060,8,Yes,12,High,0,5,2,0,2
Millennials,0,Travel_Rarely,1082,Research & Development,Short Distance,Master,Medical,Better,1253,Junior,Male,87,Staff,Research Scientist,Single,2501,18775,1,No,17,Medium,0,4,1,1,0
Millennials,0,Non-Travel,1336,Human Resources,Short Distance,Bachelor,Human Resources,Better,1254,Junior,Male,100,Staff,Human Resources,Divorced,2592,7129,5,No,13,Medium,3,3,10,3,8
Gen Y,0,Travel_Frequently,1200,Research & Development,Long Distance,Bachelor,Life Sciences,Good,1255,Mid-level,Female,75,Junior Supervisor,Research Scientist,Divorced,5467,13953,3,Yes,14,High,2,4,2,3,3
Millennials,0,Travel_Rarely,559,Research & Development,Medium Distance,Master,Life Sciences,Better,1256,Junior,Female,76,Junior Supervisor,Manufacturing Director,Married,4663,12421,9,Yes,12,Medium,2,2,2,1,1
Gen Y,0,Travel_Frequently,857,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1257,Senior,Male,91,Junior Manager,Manager,Divorced,17181,12888,4,No,13,Medium,1,2,6,7,7
Gen X,0,Travel_Rarely,1053,Research & Development,Short Distance,College,Life Sciences,Good,1258,Senior,Male,70,Junior Manager,Manager,Married,17099,13829,2,No,15,High,1,2,8,7,8
Millennials,0,Travel_Rarely,523,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1259,Junior,Male,98,Junior Supervisor,Research Scientist,Single,4661,22455,1,No,13,High,0,4,8,8,8
Gen Y,0,Travel_Frequently,636,Research & Development,Short Distance,Master,Life Sciences,Better,1260,Senior,Female,35,Senior Manager,Research Director,Single,18665,25594,9,Yes,11,Medium,0,4,2,1,2
Gen Z,0,Travel_Rarely,205,Sales,Short Distance,Bachelor,Marketing,Good,1261,Junior,Female,98,Junior Supervisor,Sales Executive,Married,5769,7100,1,Yes,11,Very High,0,3,2,4,4
Millennials,0,Travel_Rarely,371,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1262,Junior,Male,45,Staff,Research Scientist,Single,3944,4306,5,Yes,11,High,0,3,2,1,2
Gen X,0,Travel_Frequently,541,Sales,Short Distance,Bachelor,Marketing,Better,1263,Mid-level,Male,52,Senior Supervisor,Sales Executive,Married,10596,15395,2,No,11,Medium,0,5,2,3,2
Millennials,0,Travel_Rarely,896,Research & Development,Short Distance,Bachelor,Medical,Better,1264,Junior,Male,68,Staff,Research Scientist,Divorced,2345,8045,2,No,14,High,1,3,1,1,2
Gen Z,0,Travel_Rarely,1401,Research & Development,Short Distance,Below College,Medical,Better,1265,Junior,Female,54,Staff,Laboratory Technician,Married,3131,26342,1,No,13,Medium,1,5,8,0,8
Millennials,0,Travel_Rarely,658,Sales,Short Distance,Master,Marketing,Good,1266,Mid-level,Male,67,Senior Supervisor,Sales Executive,Divorced,9705,20652,2,No,12,Low,1,2,0,0,0
Gen X,0,Travel_Rarely,942,Research & Development,Short Distance,Bachelor,Technical Degree,Better,1267,Senior,Female,53,Senior Supervisor,Manager,Married,13116,22984,2,No,11,Medium,0,2,2,2,2
Millennials,0,Travel_Frequently,653,Research & Development,Short Distance,Master,Technical Degree,Good,1268,Junior,Male,92,Junior Supervisor,Healthcare Representative,Married,5063,15332,1,No,14,High,1,3,2,7,7
Gen Z,0,Travel_Rarely,317,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1269,Mid-level,Female,43,Junior Supervisor,Manufacturing Director,Single,6091,24793,2,No,20,High,0,2,4,0,2
Gen Y,0,Travel_Frequently,1023,Sales,Short Distance,Bachelor,Medical,Good,1270,Mid-level,Male,63,Junior Supervisor,Sales Executive,Married,5390,13243,2,No,14,High,0,3,6,0,8
Gen Z,0,Travel_Rarely,232,Research & Development,Medium Distance,Bachelor,Technical Degree,Better,1271,Junior,Male,34,Junior Supervisor,Manufacturing Director,Divorced,4262,22645,4,No,12,High,2,2,2,1,2
Millennials,0,Travel_Rarely,662,Sales,Short Distance,Doctor,Marketing,Better,1272,Junior,Male,94,Senior Supervisor,Sales Executive,Married,7295,11439,1,No,13,Medium,2,3,8,0,6
Gen Y,0,Travel_Rarely,1234,Sales,Medium Distance,College,Life Sciences,Better,1273,Senior,Female,90,Junior Manager,Manager,Married,17650,5404,3,No,13,High,1,4,3,1,1
Gen Y,0,Travel_Frequently,333,Research & Development,Long Distance,Doctor,Medical,Good,1274,Junior,Male,88,Junior Manager,Research Director,Single,14411,24450,1,Yes,13,High,0,2,6,13,9
Gen Y,0,Travel_Frequently,1082,Research & Development,Long Distance,Bachelor,Life Sciences,Better,1275,Mid-level,Female,83,Senior Supervisor,Manufacturing Director,Married,10820,11535,8,No,11,Medium,1,1,7,0,1
Millennials,0,Travel_Rarely,267,Research & Development,Long Distance,Master,Life Sciences,Good,1276,Junior,Female,49,Staff,Laboratory Technician,Single,2837,15919,1,No,13,Medium,0,3,2,4,1
Gen Y,0,Travel_Rarely,359,Research & Development,Short Distance,Master,Medical,Better,1277,Mid-level,Female,82,Junior Manager,Research Director,Married,17169,26703,3,No,19,Medium,2,2,17,5,6
Gen X,0,Travel_Rarely,1405,Research & Development,Medium Distance,College,Technical Degree,Good,1278,Expert,Female,82,Junior Manager,Manufacturing Director,Single,13142,24439,3,No,16,Medium,0,1,2,0,3
Gen Y,0,Travel_Rarely,566,Research & Development,Short Distance,College,Medical,Better,1279,Junior,Male,75,Senior Supervisor,Manufacturing Director,Divorced,10845,24208,6,No,13,High,1,3,7,0,7
Gen Y,1,Travel_Rarely,1376,Human Resources,Short Distance,College,Medical,Good,1280,Junior,Male,91,Senior Supervisor,Human Resources,Married,10482,2326,9,No,14,Medium,1,1,6,3,6
Gen Z,0,Travel_Rarely,694,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1281,Junior,Female,87,Junior Manager,Research Director,Divorced,16124,3423,3,No,14,High,2,2,7,1,7
Gen Y,0,Travel_Rarely,526,Sales,Short Distance,College,Marketing,Better,1282,Junior,Female,92,Senior Supervisor,Sales Executive,Divorced,10453,2137,1,No,25,Medium,3,2,13,15,7
Gen Y,0,Travel_Frequently,365,Research & Development,Short Distance,Doctor,Medical,Better,1283,Expert,Male,89,Junior Manager,Manager,Married,15202,5602,2,No,25,High,1,3,2,2,2
Millennials,0,Non-Travel,1142,Research & Development,Short Distance,College,Life Sciences,Better,1284,Mid-level,Male,72,Junior Supervisor,Healthcare Representative,Divorced,4069,8841,3,Yes,18,High,0,2,2,2,2
Gen Z,1,Travel_Rarely,341,Sales,Short Distance,Bachelor,Medical,Good,1285,Junior,Female,48,Staff,Sales Representative,Divorced,2800,23522,6,Yes,19,Medium,3,3,2,0,2
Millennials,0,Travel_Rarely,759,Sales,Short Distance,College,Marketing,Better,1286,Junior,Female,46,Junior Supervisor,Sales Executive,Divorced,5715,22553,7,No,12,High,2,5,4,1,3
Gen Z,1,Travel_Frequently,334,Sales,Long Distance,Master,Marketing,Good,1287,Junior,Female,52,Junior Supervisor,Sales Executive,Single,6696,22967,5,No,15,Medium,0,5,3,0,1
Gen Y,0,Travel_Rarely,932,Research & Development,Short Distance,College,Life Sciences,Good,1288,Junior,Female,43,Junior Supervisor,Manufacturing Director,Married,6062,4051,9,Yes,13,Very High,1,4,3,0,2
Gen Y,0,Non-Travel,509,Research & Development,Short Distance,Master,Other,Good,1289,Junior,Female,62,Junior Supervisor,Healthcare Representative,Single,6811,2112,2,Yes,17,Low,0,3,7,0,7
Gen Y,0,Non-Travel,335,Research & Development,Long Distance,College,Life Sciences,Good,1290,Junior,Male,37,Junior Supervisor,Research Scientist,Single,4332,14811,1,No,12,High,0,2,9,3,7
Gen Y,0,Non-Travel,495,Research & Development,Short Distance,Below College,Life Sciences,Good,1291,Junior,Male,37,Junior Manager,Manager,Married,17861,26582,0,Yes,13,High,0,3,8,2,10
Gen Z,0,Travel_Rarely,622,Sales,Medium Distance,Below College,Medical,Better,1292,Junior,Male,40,Staff,Sales Representative,Married,2096,26376,1,No,11,Medium,0,1,4,0,6
Millennials,0,Travel_Frequently,585,Research & Development,Short Distance,Bachelor,Life Sciences,Good,1293,Junior,Male,56,Staff,Research Scientist,Married,3433,17360,6,No,13,Low,1,3,2,1,3
Gen Y,0,Travel_Frequently,1422,Sales,Short Distance,Master,Life Sciences,Better,1294,Junior,Male,92,Junior Supervisor,Sales Executive,Married,5675,19246,1,No,20,Medium,1,5,7,7,7
Gen Z,0,Travel_Rarely,482,Research & Development,Short Distance,College,Life Sciences,Good,1295,Junior,Female,90,Staff,Research Scientist,Married,2933,14908,1,Yes,13,Medium,1,3,0,1,0
Millennials,0,Travel_Rarely,903,Research & Development,Short Distance,Bachelor,Medical,Better,1296,Junior,Male,81,Junior Supervisor,Manufacturing Director,Married,4855,7653,4,No,11,Medium,2,2,2,1,4
Millennials,1,Travel_Rarely,1365,Sales,Medium Distance,Master,Medical,Good,1297,Mid-level,Male,46,Junior Supervisor,Sales Executive,Divorced,4233,11512,2,No,17,Medium,0,2,1,1,2
Gen Z,0,Travel_Rarely,155,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1298,Junior,Male,87,Junior Supervisor,Manufacturing Director,Married,6142,5174,1,Yes,20,Medium,1,0,2,0,3
Gen Y,0,Travel_Rarely,483,Research & Development,Short Distance,Bachelor,Medical,Good,1299,Junior,Male,95,Junior Supervisor,Manufacturing Director,Single,6032,10110,6,Yes,15,High,0,3,4,1,2
Millennials,0,Travel_Rarely,429,Research & Development,Short Distance,Master,Life Sciences,Better,1300,Junior,Female,53,Junior Supervisor,Manufacturing Director,Single,5410,2323,9,Yes,11,High,0,2,14,5,12
Millennials,0,Travel_Frequently,471,Research & Development,Medium Distance,Bachelor,Life Sciences,Good,1301,Mid-level,Male,45,Junior Supervisor,Healthcare Representative,Divorced,6288,4284,2,No,15,Low,1,3,3,1,2
Millennials,0,Travel_Rarely,1258,Research & Development,Short Distance,Master,Life Sciences,Better,1302,Junior,Female,40,Staff,Research Scientist,Single,2506,13301,3,No,13,High,0,0,2,2,2
Gen Y,0,Non-Travel,1050,Sales,Short Distance,Master,Life Sciences,Good,1303,Junior,Female,65,Junior Supervisor,Sales Executive,Married,5593,17970,1,No,13,High,1,2,10,4,12
Gen Y,0,Travel_Frequently,217,Sales,Short Distance,Bachelor,Medical,Good,1304,Mid-level,Female,49,Junior Manager,Sales Executive,Divorced,13770,10225,9,Yes,12,High,2,2,2,11,13
Gen X,0,Travel_Rarely,718,Research & Development,Short Distance,Master,Technical Degree,Better,1305,Expert,Female,92,Senior Manager,Manager,Divorced,19943,18575,4,No,13,High,1,2,2,4,2
Millennials,0,Travel_Rarely,234,Sales,Short Distance,Master,Medical,Good,1306,Junior,Male,68,Staff,Sales Representative,Married,2269,18024,0,No,14,Medium,1,2,2,2,2
Gen X,0,Non-Travel,1420,Human Resources,Short Distance,Master,Human Resources,Better,1307,Expert,Female,32,Senior Manager,Manager,Married,18844,21922,9,No,21,High,1,3,2,2,2
Gen Z,1,Travel_Rarely,654,Research & Development,Short Distance,College,Life Sciences,Good,1308,Junior,Female,67,Staff,Research Scientist,Single,2216,3872,7,Yes,13,Medium,0,4,7,3,7
Gen Y,1,Travel_Frequently,959,Sales,Short Distance,Master,Other,Better,1309,Junior,Male,81,Junior Supervisor,Sales Executive,Single,4728,17251,3,Yes,14,High,0,4,0,0,0
Gen Z,0,Travel_Rarely,946,Research & Development,Short Distance,Bachelor,Medical,Good,1310,Senior,Female,52,Junior Supervisor,Manufacturing Director,Single,6877,20234,5,Yes,24,High,0,4,0,0,0
Gen Z,0,Travel_Rarely,125,Research & Development,Short Distance,College,Medical,Good,1311,Junior,Male,83,Staff,Laboratory Technician,Single,2206,16117,1,No,13,Medium,0,5,0,1,8
Gen Z,0,Travel_Rarely,945,Sales,Short Distance,Bachelor,Medical,Good,1312,Junior,Male,89,Staff,Sales Representative,Single,1081,16019,1,No,13,High,0,3,0,0,0
Gen Z,0,Non-Travel,895,Sales,Short Distance,College,Medical,Better,1313,Junior,Male,39,Staff,Sales Representative,Single,2610,2851,1,No,24,Medium,0,3,2,2,2
Millennials,1,Travel_Rarely,622,Research & Development,Medium Distance,Master,Other,Good,1314,Junior,Male,39,Staff,Laboratory Technician,Divorced,3743,10074,1,Yes,24,High,1,2,2,0,2
Millennials,0,Travel_Rarely,1171,Research & Development,Short Distance,Master,Life Sciences,Better,1315,Junior,Female,46,Staff,Laboratory Technician,Married,2213,22495,3,Yes,13,High,1,3,7,1,7
Millennials,0,Travel_Rarely,196,Sales,Long Distance,Master,Marketing,Good,1316,Junior,Female,91,Junior Supervisor,Sales Executive,Married,5468,13402,1,No,14,Medium,2,3,7,5,7
Gen X,0,Travel_Rarely,832,Research & Development,Short Distance,Bachelor,Medical,Good,1317,Senior,Male,81,Junior Manager,Healthcare Representative,Married,11103,20420,7,No,11,High,0,1,7,1,1
Gen Y,0,Travel_Frequently,429,Research & Development,Short Distance,College,Medical,Good,1318,Junior,Male,99,Staff,Research Scientist,Divorced,2342,11092,1,Yes,12,Medium,3,2,3,2,3
Gen Y,0,Travel_Rarely,1450,Research & Development,Medium Distance,College,Life Sciences,Better,1319,Expert,Male,52,Senior Manager,Research Director,Married,19081,10849,5,No,11,Medium,1,2,2,0,3
Millennials,0,Travel_Rarely,905,Research & Development,Medium Distance,College,Medical,Better,1320,Mid-level,Male,99,Junior Supervisor,Laboratory Technician,Married,2741,16523,8,Yes,15,High,1,2,2,3,7
Gen Y,0,Travel_Rarely,945,Human Resources,Short Distance,College,Medical,Better,1321,Senior,Male,80,Junior Supervisor,Human Resources,Divorced,5021,10425,8,Yes,22,Medium,1,2,2,0,2
Millennials,0,Travel_Rarely,776,Sales,Short Distance,Master,Marketing,Good,1322,Junior,Male,32,Junior Supervisor,Sales Executive,Single,4312,23016,0,No,14,Medium,0,2,13,2,8
Millennials,0,Travel_Frequently,593,Research & Development,Short Distance,Master,Medical,Good,1323,Junior,Female,88,Senior Supervisor,Research Director,Single,13499,13782,9,No,17,Medium,0,3,7,2,13
Millennials,0,Non-Travel,427,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1324,Junior,Female,63,Senior Supervisor,Research Director,Married,11713,20335,9,No,14,Low,1,2,7,0,5
Gen Y,0,Travel_Rarely,930,Research & Development,Short Distance,Bachelor,Medical,Good,1325,Junior,Female,73,Junior Supervisor,Research Scientist,Single,4081,20003,1,Yes,14,Low,0,3,7,1,8
Millennials,0,Travel_Frequently,444,Sales,Short Distance,Bachelor,Marketing,Good,1326,Junior,Female,84,Staff,Sales Representative,Divorced,2789,3909,1,No,11,High,1,5,2,2,2
Millennials,0,Travel_Rarely,1041,Human Resources,Medium Distance,Bachelor,Human Resources,Better,1327,Junior,Male,36,Staff,Human Resources,Married,2143,25527,4,No,13,Medium,1,2,2,0,4
Millennials,0,Travel_Rarely,363,Research & Development,Short Distance,Bachelor,Technical Degree,Good,1328,Mid-level,Female,77,Senior Supervisor,Manufacturing Director,Divorced,10252,4235,2,Yes,21,Medium,1,2,7,7,7
Gen Y,0,Travel_Rarely,954,Sales,Short Distance,College,Technical Degree,Good,1329,Junior,Male,46,Junior Supervisor,Sales Representative,Single,6632,12388,0,No,13,Medium,0,3,7,3,1
Gen Z,0,Non-Travel,1450,Research & Development,Short Distance,Bachelor,Medical,Good,1330,Junior,Male,79,Staff,Research Scientist,Divorced,2566,25326,1,Yes,15,High,1,2,1,0,1
Gen X,0,Travel_Rarely,684,Research & Development,Short Distance,Bachelor,Life Sciences,Better,1331,Junior,Male,51,Senior Manager,Research Director,Single,19537,6462,7,No,13,Medium,0,5,18,15,15
Gen X,0,Travel_Frequently,124,Sales,Short Distance,Bachelor,Marketing,Good,1332,Senior,Female,38,Senior Supervisor,Sales Executive,Married,7525,23537,2,No,12,Medium,1,2,7,6,12
